Título,Endereço,Preço,Anunciante,Aréa
" Apartamento com 3 quartos à venda no bairro Setor Marista, 116m² "," Amélia Artiaga Jardim, 2, Setor Marista, Goiânia - GO "," R$ 888.170,00 ",R8 Imóveis, 116m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 71m² "," Rua 1128, 0, Setor Marista, Goiânia - GO "," R$ 579.000,00 ",Urbs Private 1, 71m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 240m² "," Rua T 38, 0, Setor Bueno, Goiânia - GO "," R$ 800.000,00 ",Urbs Private 3, 240m² 
 Lote à venda no bairro Setor Pausanes ," Rua Chico Xavier, 0, Setor Pausanes, Rio Verde - GO "," R$ 1.800.000,00 ",Rede Dreamcasa,
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 262m² "," T53, 2, Setor Bueno, Goiânia - GO "," R$ 2.209.000,00 ",R8 Imóveis, 262m² 
" Casa em Condomínio com 5 quartos à venda no bairro Jardim Veneza, 273m² "," Rua Jv 12, 5, Jardim Veneza, Senador Canedo - GO "," R$ 820.000,00 ",Pointer Imoveis, 273m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 130m² "," Rua C 238, 10, Jardim América, Goiânia - GO "," R$ 879.000,00 ",Am&p Brasil Imobiliária Ltda, 130m² 
" Apartamento com 2 quartos à venda no bairro Residencial Flórida, 48m² "," F4, 1, Residencial Flórida, Goiânia - GO "," R$ 160.500,00 ",M2 Investimentos Imobiliários, 48m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 217m² "," Rua Ggc24, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.750.000,00 ",Urbs Private 3, 217m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 76m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 426.081,00 ",Urbs Private 1, 76m² 
 Casa em Condomínio com 3 quartos à venda no bairro Sítios Santa Luzia Residencial ," X 18, 1021, Sítios Santa Luzia Residencial, Aparecida de Goiânia - GO "," R$ 580.000,00 ",R8 Imóveis,
" Lote à venda no bairro Jardim Bela Morada, 1272m² "," Gramados A-01, 0, Jardim Bela Morada, Aparecida de Goiânia - GO "," R$ 1.908.015,00 ",Urbs Private 3, 1272m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 79m² "," Rua T 53, 0, Setor Bueno, Goiânia - GO "," R$ 886.250,00 ",Urbs Private 1, 79m² 
 Lote à venda no bairro Medeiros ," Rua Coronel Vaiano, 0, Medeiros, Rio Verde - GO "," R$ 165.000,00 ",Rede Dreamcasa,
" Apartamento com 2 quartos à venda no bairro Jardim América, 130m² "," Rua C238, 0, Jardim América, Goiânia - GO "," R$ 710.000,00 ",Urbs Private 2, 130m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 267m² "," Rua 146, 25, Setor Marista, Goiânia - GO "," R$ 2.700.000,00 ",R8 Imóveis, 267m² 
" Casa com 3 quartos à venda no bairro Residencial Santa Edwiges, 200m² "," Rua Mb 18, 0, Residencial Santa Edwiges, Senador Canedo - GO "," R$ 300.000,00 ",Urbs Private 1, 200m² 
" Apartamento com 3 quartos à venda no bairro Cidade Jardim, 67m² "," Rua Padre Rodolfo Tellmana, 0, Cidade Jardim, Goiânia - GO "," R$ 130.000,00 ",Rede Dreamcasa, 67m² 
" Casa com 3 quartos à venda no bairro Nova Suiça, 369m² "," Rua C 185, 0, Nova Suiça, Goiânia - GO "," R$ 730.000,00 ",Urbs Private 2, 369m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 106m² "," Av. Copacabana, 0, Jardim Atlântico, Goiânia - GO "," R$ 550.000,00 ",André Lima, 106m² 
 Lote à venda no bairro Medeiros ," Rua Coronel Vaiano, 34, Medeiros, Rio Verde - GO "," R$ 35.000,00 ",Rede Dreamcasa,
" Apartamento com 4 quartos à venda no bairro Setor Marista, 405m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 3.300.000,00 ",Urbs Private 1, 405m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 129m² "," 38, 30, Setor Marista, Goiânia - GO "," R$ 1.043.762,00 ",R8 Imóveis, 129m² 
" Casa com 3 quartos à venda no bairro Gentil Meireles, 195m² "," Alameda Tiziano, 0, Gentil Meireles, Goiânia - GO "," R$ 495.000,00 ",Urbs Private 3, 195m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 261m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 1.890.000,00 ",Urbs Private 3, 261m² 
" Apartamento com 4 quartos à venda no bairro Nova Suiça, 242m² "," C - 258, 0, Nova Suiça, Goiânia - GO "," R$ 1.100.000,00 ",Urbs Private 1, 242m² 
" Lote à venda no bairro Setor Oeste, 1117m² "," Rua 19, 0, Setor Oeste, Goiânia - GO "," R$ 3.352.500,00 ",Urbs Private 1, 1117m² 
" Lote à venda no bairro Setor Central, 2000m² "," Praça João Stival 44, 0, Setor Central, Nova Veneza - GO "," R$ 150.000,00 ",Urbs Private 2, 2000m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 182m² "," Rua 1.124, 27, Setor Marista, Goiânia - GO "," R$ 1.654.000,00 ",R8 Imóveis, 182m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 170m² "," Rua T 36, 3125, Setor Bueno, Goiânia - GO "," R$ 545.000,00 ",Pinamar, 170m² 
" Casa com 4 quartos à venda no bairro Jardins Munique, 699m² "," Alameda do Bosque, 0, Jardins Munique, Goiânia - GO "," R$ 4.900.000,00 ",Urbs Private 1, 699m² 
" Casa com 3 quartos à venda no bairro Setor Goiânia 02, 165m² "," Dos Gerânios, 1, Setor Goiânia 02, Goiânia - GO "," R$ 525.000,00 ",Nova Mercado Imobiliário, 165m² 
" Casa com 3 quartos à venda no bairro Jardim Presidente, 160m² "," Avenida Presidente Dutra, 0, Jardim Presidente, Goiânia - GO "," R$ 349.990,00 ",Rede Dreamcasa, 160m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 157m² "," Rua 1.124, 26, Setor Marista, Goiânia - GO "," R$ 1.320.000,00 ",R8 Imóveis, 157m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 106m² "," R C 119, Jardim América, Goiânia - GO "," R$ 440.000,00 ",Conectiva Imóveis, 106m² 
" Lote à venda no bairro Setor Sul, 667m² "," Rua 116, 0, Setor Sul, Goiânia - GO "," R$ 1.150.000,00 ",Urbs Private 1, 667m² 
" Lote à venda no bairro Setor Central, 2500m² "," Avenida Dom Abel Ribeiro, 0, Setor Central, Aparecida de Goiânia - GO "," R$ 4.800.000,00 ",Urbs Private 3, 2500m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 81m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 447.499,00 ",Urbs Private 1, 81m² 
" Casa com 3 quartos à venda no bairro Terras Alpha Residencial 2, 300m² "," Alameda Turquia, 0, Terras Alpha Residencial 2, Senador Canedo - GO "," R$ 1.200.000,00 ",Urbs Private 1, 300m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 244m² "," 1126, 1, Setor Marista, Goiânia - GO "," R$ 2.735.000,00 ",R8 Imóveis, 244m² 
" Apartamento com 2 quartos à venda no bairro Parque Santa Cecília, 66m² "," Avenida São João, 0, Parque Santa Cecília, Aparecida de Goiânia - GO "," R$ 175.000,00 ",Urbs Private 3, 66m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 133m² "," T51, 859, Setor Marista, Goiânia - GO "," R$ 1.080.000,00 ",R8 Imóveis, 133m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 118m² "," Copacabana, 135, Jardim Atlântico, Goiânia - GO "," R$ 850.000,00 ",Nova Mercado Imobiliário, 118m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 122m² "," Rua T 27, 1, Setor Bueno, Goiânia - GO "," R$ 650.000,00 ",Juliana Romer Negócios Imobiliários, 122m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 71m² "," 1128, 70, Setor Marista, Goiânia - GO "," R$ 635.000,00 ",R8 Imóveis, 71m² 
" Apartamento com 2 quartos à venda no bairro Residencial Eldorado, 58m² "," Avenida Nápoli, 647, Residencial Eldorado, Goiânia - GO "," R$ 275.000,00 ",Amj Gestão Imobiliária, 58m² 
" Casa com 2 quartos à venda no bairro Residencial Brisas da Mata, 150m² "," Rua Bm27, 9, Residencial Brisas da Mata, Goiânia - GO "," R$ 320.000,00 ",R8 Imóveis, 150m² 
" Lote à venda no bairro Setor Central, 2500m² "," Avenida Dom Abel Ribeiro, 0, Setor Central, Aparecida de Goiânia - GO "," R$ 4.800.000,00 ",Urbs Private 2, 2500m² 
" Apartamento com 2 quartos à venda no bairro Setor Aeroporto, 70m² "," Rua Francisca Costa Cunha D Tita, 1, Setor Aeroporto, Goiânia - GO "," R$ 220.000,00 ",Amj Gestão Imobiliária, 70m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 125m² "," T. 30 Qd.52 Lt. 16/18 Setor Bueno, 25, Setor Bueno, Goiânia - GO "," R$ 945.000,00 ",R8 Imóveis, 125m² 
" Lote à venda no bairro Nossa Senhora de Fátima, 663m² "," Rua Formosa, 0, Nossa Senhora de Fátima, Goiânia - GO "," R$ 780.000,00 ",Urbs Private 1, 663m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 118m² "," Rua 54, 450, Jardim Goiás, Goiânia - GO "," R$ 630.000,00 ",Abel Filho Imóveis, 118m² 
" Lote à venda no Condomínio Alto da Boa Vista, 463m² "," Alameda Paineira-rosa, 0, Condomínio Alto da Boa Vista, Senador Canedo - GO "," R$ 500.000,00 ",Urbs Private M, 463m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 65m² "," T-53, 104, Setor Bueno, Goiânia - GO "," R$ 425.000,00 ",R8 Imóveis, 65m² 
" Casa com 5 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 505m² "," Rua Ivaí, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 3.800.000,00 ",Urbs Private 3, 505m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 76m² "," Alameda Ricardo Paranhos, 0, Setor Marista, Goiânia - GO "," R$ 230.000,00 ",Urbs Private 2, 76m² 
" Lote à venda no bairro Residencial Anuar Auad, 6398m² "," Rua 31, 0, Residencial Anuar Auad, Senador Canedo - GO "," R$ 3.500.000,00 ",Urbs Private M, 6398m² 
" Lote à venda no bairro Cidade Vera Cruz, 314m² "," Avenida Rio Verde, 0, Cidade Vera Cruz, Aparecida de Goiânia - GO "," R$ 284.600,00 ",Urbs Private 3, 314m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 68m² "," Rua T 44, 0, Setor Bueno, Goiânia - GO "," R$ 360.000,00 ",Urbs Private 1, 68m² 
" Casa com 5 quartos à venda no bairro Faiçalville, 360m² "," Avenida Ismerino Soares de Carvalho, 0, Faiçalville, Goiânia - GO "," R$ 640.000,00 ",Urbs Private 1, 360m² 
" Apartamento com 2 quartos à venda no bairro Setor Aeroporto, 64m² "," 28 a, 100, Setor Aeroporto, Goiânia - GO "," R$ 425.000,00 ",Nova Mercado Imobiliário, 64m² 
" Casa com 4 quartos à venda no bairro Jardins Munique, 699m² "," Alameda do Bosque, 0, Jardins Munique, Goiânia - GO "," R$ 4.600.000,00 ",Urbs Private 2, 699m² 
" Casa com 3 quartos à venda no bairro Jardim Atlântico, 116m² "," Avenida Ipanema, 0, Jardim Atlântico, Goiânia - GO "," R$ 820.000,00 ",Rede Dreamcasa, 116m² 
" Lote à venda no bairro Chácaras Retiro, 11878m² "," Rodovia Br-153, 0, Chácaras Retiro, Goiânia - GO "," R$ 11.878.350,00 ",Urbs Private M, 11878m² 
" Lote à venda no bairro Sítios Santa Luzia, 5363m² "," Rua X 28, 0, Sítios Santa Luzia, Aparecida de Goiânia - GO "," R$ 3.500.000,00 ",Urbs Private 1, 5363m² 
" Apartamento com 3 quartos à venda no bairro Nova Suiça, 153m² "," Rua C 250, 211, Nova Suiça, Goiânia - GO "," R$ 1.350.000,00 ",Pinamar, 153m² 
" Apartamento com 2 quartos à venda no bairro Pedro Ludovico, 65m² "," Av. Laudelino Gomes, 20, Pedro Ludovico, Goiânia - GO "," R$ 415.000,00 ",R8 Imóveis, 65m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 90m² "," 1138, 100, Setor Marista, Goiânia - GO "," R$ 790.000,00 ",R8 Imóveis, 90m² 
" Lote à venda no bairro Fazenda Vau das Pombas, 1250m² "," Go-020, 10, Fazenda Vau das Pombas, Goiânia - GO "," R$ 1.580.000,00 ",M2 Investimentos Imobiliários, 1250m² 
" Lote à venda no bairro Jardins Bolonha, 300m² "," Rua dos Angicos, 0, Jardins Bolonha, Senador Canedo - GO "," R$ 335.000,00 ",Urbs Private M, 300m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 141m² "," T 3, 1281, Setor Bueno, Goiânia - GO "," R$ 930.000,00 ",R8 Imóveis, 141m² 
" Casa com 2 quartos à venda no bairro Jardim Itaipú, 60m² "," Rua Dona Ana Maria José dos Santos, 0, Jardim Itaipú, Goiânia - GO "," R$ 190.000,00 ",Rede Dreamcasa, 60m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 75m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 580.000,00 ",André Lima, 75m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 370m² "," Alameda Cel. Eugênio Jardim, 286, Setor Marista, Goiânia - GO "," R$ 3.850.000,00 ",R8 Imóveis, 370m² 
" Casa com 3 quartos à venda no bairro Coimbra, 136m² "," Rua 215, 0, Coimbra, Goiânia - GO "," R$ 450.000,00 ",Urbs Private M, 136m² 
" Casa com 3 quartos à venda no bairro Vila Alzira, 120m² "," Rua Marica, Vila Alzira, Aparecida de Goiânia - GO "," R$ 380.000,00 ",Hitamar Praxedes, 120m² 
" Casa com 2 quartos à venda no bairro Jardim Goiás, 480m² "," Rua 25, 0, Jardim Goiás, Goiânia - GO "," R$ 1.300.000,00 ",Urbs Private M, 480m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 406m² "," Rua Ggc36, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.900.000,00 ",Urbs Private M, 406m² 
" Casa com 4 quartos à venda no bairro Jardim Guanabara, 385m² "," Rua Rio Verde, 0, Jardim Guanabara, Goiânia - GO "," R$ 450.000,00 ",Urbs Private M, 385m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 406m² "," Rodovia Go-020, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.300.000,00 ",Urbs Private 1, 406m² 
" Apartamento com 3 quartos à venda no bairro Vila São Luiz, 70m² "," Manoel Esperidião, 1, Vila São Luiz, Goiânia - GO "," R$ 230.000,00 ",M2 Investimentos Imobiliários, 70m² 
" Casa com 5 quartos à venda no bairro Jardins Atenas, 434m² "," Rua A13, 0, Jardins Atenas, Goiânia - GO "," R$ 2.680.000,00 ",André Lima, 434m² 
" Apartamento com 3 quartos à venda no bairro Vila Brasília, 78m² "," Rua 13, 0, Vila Brasília, Aparecida de Goiânia - GO "," R$ 320.000,00 ",Urbs Private 3, 78m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 509m² "," R Ibicui, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 3.635.000,00 ",Urbs Private 3, 509m² 
" Casa em Condomínio com 2 quartos à venda no bairro Sítios Santa Luzia, 200m² "," W 1, 44, Sítios Santa Luzia, Aparecida de Goiânia - GO "," R$ 630.000,00 ",M2 Investimentos Imobiliários, 200m² 
" Casa com 5 quartos à venda no bairro Residencial Goiânia Golfe Clube, 406m² "," Rua Ggc45, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.790.000,00 ",Urbs Private M, 406m² 
" Casa com 2 quartos à venda no bairro Vila Novo Horizonte, 200m² "," Rua D 33, 7, Vila Novo Horizonte, Goiânia - GO "," R$ 210.000,00 ",Pointer Imoveis, 200m² 
" Apartamento com 4 quartos à venda no bairro Nova Suiça, 242m² "," C - 258, 0, Nova Suiça, Goiânia - GO "," R$ 1.100.000,00 ",Urbs Private M, 242m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 139m² "," Alameda Ricardo Paranhos, 0, Setor Marista, Goiânia - GO "," R$ 1.370.000,00 ",Urbs Private 1, 139m² 
 Lote à venda no bairro César Bastos ," Avenida Zy, 391, César Bastos, Rio Verde - GO "," R$ 18.000.000,00 ",Rede Dreamcasa,
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 53m² "," Avenida Padre Orlando Morais, 0, Parque Amazônia, Goiânia - GO "," R$ 275.000,00 ",André Lima, 53m² 
" Casa com 3 quartos à venda no bairro Setor Morada do Sol, 263m² "," Rua Izaura Cunha, 0, Setor Morada do Sol, Rio Verde - GO "," R$ 1.300.000,00 ",Rede Dreamcasa, 263m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 178m² "," Rua 3, 0, Setor Oeste, Goiânia - GO "," R$ 1.450.000,00 ",Urbs Private 1, 178m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 105m² "," Rua C189, 0, Jardim América, Goiânia - GO "," R$ 395.000,00 ",Urbs Private M, 105m² 
" Apartamento com 1 quarto à venda no bairro Residencial Interlagos, 29m² "," Avenida Emília Bailão Fonseca, 98521, Residencial Interlagos, Rio Verde - GO "," R$ 230.000,00 ",Rede Dreamcasa, 29m² 
" Casa com 4 quartos à venda no bairro Medeiros, 285m² "," Rua Coronel Vaiano, 0, Medeiros, Rio Verde - GO "," R$ 3.000.000,00 ",Rede Dreamcasa, 285m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 89m² "," Avenida São João, 0, Alto da Glória, Goiânia - GO "," R$ 675.000,00 ",Urbs Private 1, 89m² 
" Apartamento com 3 quartos à venda no bairro Negrão de Lima, 76m² "," Avenida Armando de Godoy, 26, Negrão de Lima, Goiânia - GO "," R$ 450.000,00 ",Pointer Imoveis, 76m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 164m² "," Rua 146, 0, Setor Marista, Goiânia - GO "," R$ 1.303.000,00 ",Urbs Private 2, 164m² 
" Apartamento com 2 quartos à venda no bairro Pedro Ludovico, 63m² "," Rua 1064, 0, Pedro Ludovico, Goiânia - GO "," R$ 392.080,00 ",Urbs Private M, 63m² 
" Casa com 3 quartos à venda no bairro Residencial Jardim Leblon, 300m² "," Avenida Macambira, 0, Residencial Jardim Leblon, Goiânia - GO "," R$ 260.000,00 ",Urbs Private 2, 300m² 
" Casa com 5 quartos à venda no bairro Residencial Aldeia do Vale, 1250m² "," Alameda das Sibipirunas, 0, Residencial Aldeia do Vale, Goiânia - GO "," R$ 4.950.000,00 ",Urbs Private 1, 1250m² 
 Casa com 3 quartos à venda no bairro Residencial Moinho dos Ventos ," Rua MDV 29, 0, Residencial Moinho dos Ventos, Goiânia - GO "," R$ 650.000,00 ",Urbs Private 3,
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 479m² "," Rua 13, 0, Jardim Goiás, Goiânia - GO "," R$ 5.800.000,00 ",Urbs Private 1, 479m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 60m² "," Avenida T 5 - Até 1501 - Lado Ímpar, 1135, Setor Bueno, Goiânia - GO "," R$ 280.000,00 ",Pointer Imoveis, 60m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 66m² "," Praça T 23, 0, Setor Bueno, Goiânia - GO "," R$ 455.000,00 ",Urbs Private 2, 66m² 
" Casa com 3 quartos à venda no bairro Leste Vila Nova, 216m² "," Rua 210, 0, Leste Vila Nova, Goiânia - GO "," R$ 750.000,00 ",Urbs Private M, 216m² 
" Casa com 3 quartos à venda no bairro Conjunto Primavera, 116m² "," Rua Cp41, 0, Conjunto Primavera, Goiânia - GO "," R$ 219.000,00 ",Urbs Private 1, 116m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 128m² "," R. T-30, 79, Setor Bueno, Goiânia - GO "," R$ 920.000,00 ",R8 Imóveis, 128m² 
" Casa com 4 quartos à venda no bairro Jardim Abaporu, 489m² "," Firenze, 1, Jardim Abaporu, Goiânia - GO "," R$ 890.000,00 ",M2 Investimentos Imobiliários, 489m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 116m² "," Rua Amélia Artiaga Jardim, 1, Setor Marista, Goiânia - GO "," R$ 910.000,00 ",R8 Imóveis, 116m² 
" Apartamento com 4 quartos à venda no bairro Central, 257m² "," Rua 3, 623, Central, Goiânia - GO "," R$ 480.000,00 ",Pointer Imoveis, 257m² 
" Lote à venda no bairro Setor Bueno, 2070m² "," Avenida T 10, 0, Setor Bueno, Goiânia - GO "," R$ 5.175.000,00 ",Urbs Private 2, 2070m² 
" Apartamento com 3 quartos à venda no bairro Goiânia 02, 241m² "," Rua do Álamo, 0, Goiânia 02, Goiânia - GO "," R$ 750.000,00 ",Urbs Private 3, 241m² 
" Apartamento com 3 quartos à venda no bairro Bela Vista, 85m² "," Rua S 4, 0, Bela Vista, Goiânia - GO "," R$ 330.000,00 ",Urbs Private M, 85m² 
" Apartamento com 1 quarto à venda no bairro Bela Vista, 49m² "," S 4, 237, Bela Vista, Goiânia - GO "," R$ 262.500,00 ",M2 Investimentos Imobiliários, 49m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 73m² "," Rua 1128, 0, Setor Marista, Goiânia - GO "," R$ 678.222,00 ",Urbs Private M, 73m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 102m² "," Avenida T8, 139, Setor Bueno, Goiânia - GO "," R$ 720.000,00 ",R8 Imóveis, 102m² 
" Apartamento com 2 quartos à venda no bairro Setor Vila Rosa, 57m² "," Rua Dr. Joaquim Taveira, 531, Setor Vila Rosa, Goiânia - GO "," R$ 266.000,00 ",R8 Imóveis, 57m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 1200m² "," Rua Pau Cetim, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 7.000.000,00 ",Urbs Private M, 1200m² 
" Casa com 3 quartos à venda no bairro Jardim América, 225m² "," Rua C235, 0, Jardim América, Goiânia - GO "," R$ 800.000,00 ",Urbs Private 3, 225m² 
" Apartamento com 2 quartos à venda no bairro Setor Oeste, 62m² "," Rua K, 0, Setor Oeste, Goiânia - GO "," R$ 400.000,00 ",Urbs Private 3, 62m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 130m² "," 1123, 361, Setor Marista, Goiânia - GO "," R$ 889.168,00 ",R8 Imóveis, 130m² 
" Lote à venda no bairro Residencial Cidade Verde, 450m² "," Avenida Santa Maria, 0, Residencial Cidade Verde, Goiânia - GO "," R$ 280.000,00 ",Urbs Private 2, 450m² 
" Lote em Condomínio à venda no bairro Jardins Barcelona, 300m² "," Go-403, 2, Jardins Barcelona, Senador Canedo - GO "," R$ 250.000,00 ",R8 Imóveis, 300m² 
" Lote à venda no bairro Setor Garavelo, 372m² "," Rua 10 C, 0, Setor Garavelo, Aparecida de Goiânia - GO "," R$ 1.300.000,00 ",Urbs Private 2, 372m² 
" Casa com 5 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 595m² "," Rua Turiaçu, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 3.000.000,00 ",Urbs Private 3, 595m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 182m² "," Rua T 37, 0, Setor Bueno, Goiânia - GO "," R$ 750.000,00 ",Urbs Private 2, 182m² 
" Casa com 3 quartos à venda no bairro Jardim Bom Jesus, 102m² "," Rua Maria Rodrigues de Sena Rosa, 11, Jardim Bom Jesus, Goiânia - GO "," R$ 320.000,00 ",Amj Gestão Imobiliária, 102m² 
" Lote à venda no bairro Jardim Bela Morada, 1272m² "," Gramados A-01, 0, Jardim Bela Morada, Aparecida de Goiânia - GO "," R$ 1.908.015,00 ",Urbs Private 1, 1272m² 
" Casa com 3 quartos à venda no bairro Residencial Eldorado, 180m² "," Avenida Milão, 0, Residencial Eldorado, Goiânia - GO "," R$ 599.990,00 ",Rede Dreamcasa, 180m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 270m² "," 146, 500, Setor Marista, Goiânia - GO "," R$ 2.274.800,00 ",Nova Mercado Imobiliário, 270m² 
" Casa com 4 quartos à venda no bairro Jardins Valência, 527m² "," Rua dos Jatobas, 0, Jardins Valência, Goiânia - GO "," R$ 3.800.000,00 ",André Lima, 527m² 
" Casa com 3 quartos à venda no bairro Jardim Guanabara, 501m² "," Rua Goiás, 0, Jardim Guanabara, Goiânia - GO "," R$ 480.000,00 ",Urbs Private 3, 501m² 
" Casa com 3 quartos à venda no bairro Jardins Barcelona, 300m² "," Rua Segre, 0, Jardins Barcelona, Senador Canedo - GO "," R$ 1.350.000,00 ",Urbs Private 1, 300m² 
" Apartamento com 3 quartos à venda no bairro Vila Brasília, 102m² "," Rua 13, 0, Vila Brasília, Aparecida de Goiânia - GO "," R$ 290.000,00 ",Urbs Private 3, 102m² 
" Apartamento com 2 quartos à venda no bairro Village Veneza, 64m² "," Vv 5, 117, Village Veneza, Goiânia - GO "," R$ 280.000,00 ",M2 Investimentos Imobiliários, 64m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 64m² "," Rua T 44, 587, Setor Bueno, Goiânia - GO "," R$ 320.000,00 ",Am&p Brasil Imobiliária Ltda, 64m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 154m² "," Natal, 222, Alto da Glória, Goiânia - GO "," R$ 1.255.000,00 ",M2 Investimentos Imobiliários, 154m² 
" Apartamento com 1 quarto à venda no bairro Setor Bueno, 35m² "," Rua T 37, 2300, Setor Bueno, Goiânia - GO "," R$ 420.000,00 ",Pointer Imoveis, 35m² 
" Rural com 6 quartos à venda no bairro Setor Central, 7000m² "," Goiás 543, 1, Setor Central, Buriti Alegre - GO "," R$ 5.100.000,00 ",R8 Imóveis, 7000m² 
" Apartamento com 2 quartos à venda no bairro Residencial Moinho dos Ventos, 71m² "," Rua MDV 21, 2, Residencial Moinho dos Ventos, Goiânia - GO "," R$ 285.000,00 ",Pointer Imoveis, 71m² 
" Lote à venda no bairro Alphaville Flamboyant Residencial Araguaia, 387m² "," Rua Turiaçu Qd. 07 Lt. 12, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 697.130,00 ",Urbs Private 1, 387m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 150m² "," Rua T51, 761, Setor Bueno, Goiânia - GO "," R$ 810.000,00 ",R8 Imóveis, 150m² 
" Casa com 3 quartos à venda no bairro Portal do Sol II, 390m² "," Avenida Sb B, 0, Portal do Sol II, Goiânia - GO "," R$ 1.740.000,00 ",Urbs Private M, 390m² 
" Lote à venda no bairro Parque Veiga Jardim, 2053m² "," Alameda Dona Rosalinda Mello Veiga, 0, Parque Veiga Jardim, Aparecida de Goiânia - GO "," R$ 700.000,00 ",Urbs Private 3, 2053m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 121m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 970.000,00 ",Urbs Private 2, 121m² 
" Lote à venda no bairro Jardins Barcelona, 501m² "," Rua Tibre, 0, Jardins Barcelona, Senador Canedo - GO "," R$ 390.000,00 ",Urbs Private 1, 501m² 
" Apartamento com 2 quartos à venda no bairro Jardim América, 73m² "," Rua C 154, 0, Jardim América, Goiânia - GO "," R$ 360.000,00 ",Bfm Imóveis, 73m² 
