Título,Endereço,Preço,Anunciante,Aréa
" Casa com 3 quartos à venda no bairro Sítios Santa Luzia, 200m² "," Rua X 28, 0, Sítios Santa Luzia, Aparecida de Goiânia - GO "," R$ 915.000,00 ",Urbs Private 2, 200m² 
" Apartamento com 2 quartos à venda no bairro Jardim América, 66m² "," C134, 1, Jardim América, Goiânia - GO "," R$ 230.000,00 ",M2 Investimentos Imobiliários, 66m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 93m² "," T 14, 1529, Setor Bueno, Goiânia - GO "," R$ 710.000,00 ",M2 Investimentos Imobiliários, 93m² 
" Lote em Condomínio à venda no bairro Jardins Lisboa, 421m² "," Rua das Hortênsias, 123, Jardins Lisboa, Goiânia - GO "," R$ 830.000,00 ",Am&p Brasil Imobiliária Ltda, 421m² 
" Casa com 3 quartos à venda no bairro Coimbra, 390m² "," Rua 215, 0, Coimbra, Goiânia - GO "," R$ 680.000,00 ",Urbs Private 3, 390m² 
" Sala à venda no bairro Setor Bueno, 39m² "," T 2, 471, Setor Bueno, Goiânia - GO "," R$ 276.700,00 ",M2 Investimentos Imobiliários, 39m² 
" Apartamento com 3 quartos à venda no bairro Vila Maria José, 77m² "," Avenida do Comércio, 0, Vila Maria José, Goiânia - GO "," R$ 500.000,00 ",André Lima, 77m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 140m² "," Rua 145, 1, Setor Marista, Goiânia - GO "," R$ 950.000,00 ",Amj Gestão Imobiliária, 140m² 
" Ponto Comercial à venda no bairro Residencial Itaipú, 250m² "," Rua Ri 11, Residencial Itaipú, Goiânia - GO "," R$ 95.000,00 ",Imobiliária Alves , 250m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 177m² "," Rua Mário Bittar, 0, Setor Marista, Goiânia - GO "," R$ 1.290.000,00 ",Urbs Private 2, 177m² 
" Casa com 3 quartos à venda no Condomínio Águas da Serra, 2021m² "," Rua Jatoba, 0, Condomínio Águas da Serra, Hidrolãndia - GO "," R$ 950.000,00 ",Urbs Private 3, 2021m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 435m² "," Rua Ggc 27, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.480.000,00 ",Urbs Private 2, 435m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 119m² "," Rua T 28, 400, Setor Bueno, Goiânia - GO "," R$ 600.000,00 ",Pinamar, 119m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 142m² "," T 3 Qd 57 Lt. 13/1, 1289, Setor Bueno, Goiânia - GO "," R$ 979.000,00 ",R8 Imóveis, 142m² 
" Lote em Condomínio à venda no bairro Zona Rural, 2372m² "," Alexânia, Zona Rural, Alexânia - GO "," R$ 895.000,00 ",Ricardo Neri Imóveis, 2372m² 
" Apartamento com 1 quarto à venda no bairro Setor Marista, 45m² "," T 53, 80, Setor Marista, Goiânia - GO "," R$ 370.000,00 ",M2 Investimentos Imobiliários, 45m² 
" Apartamento com 1 quarto à venda no bairro Esplanada, 59m² "," Rua Maranhão, 0, Esplanada, Rio Quente - GO "," R$ 210.000,00 ",Jones Imóveis, 59m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 237m² "," Praça T 23, 0, Setor Bueno, Goiânia - GO "," R$ 1.908.000,00 ",Urbs One, 237m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 104m² "," Rua T 52, 180, Setor Bueno, Goiânia - GO "," R$ 680.000,00 ",Eliane Cardoso Veiga Corretora, 104m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 158m² "," 1124, 273, Setor Marista, Goiânia - GO "," R$ 1.410.000,00 ",R8 Imóveis, 158m² 
" Apartamento com 2 quartos à venda no bairro Setor Oeste, 93m² "," R 8, 22, Setor Oeste, Goiânia - GO "," R$ 575.000,00 ",M2 Investimentos Imobiliários, 93m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 60m² "," Rua C146, 0, Jardim América, Goiânia - GO "," R$ 215.000,00 ",Urbs Private 3, 60m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 58m² "," T 37, 3457, Setor Bueno, Goiânia - GO "," R$ 430.000,00 ",Nova Mercado Imobiliário, 58m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 590m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 6.980.000,00 ",Bfm Imóveis, 590m² 
" Casa com 3 quartos à venda no bairro Setor Sul, 568m² "," Rua 119b, 0, Setor Sul, Goiânia - GO "," R$ 1.225.000,00 ",Urbs Private M, 568m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 127m² "," Rua T-29, 634, Setor Bueno, Goiânia - GO "," R$ 800.000,00 ",Pinamar, 127m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 66m² "," Rua 90, 0, Setor Marista, Goiânia - GO "," R$ 210.000,00 ",Urbs Private 1, 66m² 
" Apartamento com 2 quartos à venda no bairro Serrinha, 63m² "," T 5, 1, Serrinha, Goiânia - GO "," R$ 362.000,00 ",M2 Investimentos Imobiliários, 63m² 
" Apartamento com 5 quartos à venda no bairro Setor Bueno, 331m² "," Avenida T 15, 0, Setor Bueno, Goiânia - GO "," R$ 1.600.000,00 ",Urbs Private M, 331m² 
" Apartamento com 3 quartos à venda no bairro Nova Suiça, 108m² "," Rua C 235, 1259, Nova Suiça, Goiânia - GO "," R$ 649.000,00 ",Pinamar, 108m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 103m² "," Avenida T-3, 1, Setor Bueno, Goiânia - GO "," R$ 702.000,00 ",R8 Imóveis, 103m² 
" Casa em Condomínio com 4 quartos à venda no Condomínio do Lago, 300m² "," Rua Lago 19, 22222, Condomínio do Lago, Goiânia - GO "," R$ 2.500.000,00 ",Amj Gestão Imobiliária, 300m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 221m² "," 1141, 342, Setor Marista, Goiânia - GO "," R$ 1.925.000,00 ",R8 Imóveis, 221m² 
" Apartamento com 3 quartos à venda no bairro Goiânia 02, 79m² "," Rua Antônio Poteiro, 0, Goiânia 02, Goiânia - GO "," R$ 265.000,00 ",Urbs Private 1, 79m² 
" Casa com 3 quartos à venda no bairro Residencial Moinho dos Ventos, 127m² "," Rua MDV 7, 102, Residencial Moinho dos Ventos, Goiânia - GO "," R$ 380.000,00 ",Pinamar, 127m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 264m² "," Rua T 53, 0, Setor Bueno, Goiânia - GO "," R$ 2.700.000,00 ",Urbs Private M, 264m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 113m² "," Rua Dom Orione, 250, Setor Oeste, Goiânia - GO "," R$ 890.000,00 ",Pinamar, 113m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 73m² "," T-35, 1131, Setor Bueno, Goiânia - GO "," R$ 599.000,00 ",Nova Mercado Imobiliário, 73m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 434m² "," Rua Ggc 27, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.850.000,00 ",Urbs Private 3, 434m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 95m² "," Rua 146, 0, Setor Marista, Goiânia - GO "," R$ 721.757,00 ",Urbs Private M, 95m² 
" Apartamento com 2 quartos à venda no bairro Morada do Sol, 60m² "," Rua da Divisa, 222, Morada do Sol, Goiânia - GO "," R$ 240.000,00 ",Pointer Imoveis, 60m² 
" Apartamento com 2 quartos à venda no bairro Parque Industrial Paulista, 73m² "," Penido Burnier, 1, Parque Industrial Paulista, Goiânia - GO "," R$ 250.000,00 ",M2 Investimentos Imobiliários, 73m² 
" Casa com 4 quartos à venda no bairro Jardins Paris, 710m² "," Rua B17, 0, Jardins Paris, Goiânia - GO "," R$ 3.150.000,00 ",Urbs Private 2, 710m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 286m² "," Rua 1129, 0, Setor Marista, Goiânia - GO "," R$ 3.050.000,00 ",Bfm Imóveis, 286m² 
" Apartamento com 2 quartos à venda no bairro Parque Esplanada II, 43m² "," Rua e, Parque Esplanada II, Valparaíso de Goiás - GO "," R$ 160.000,00 ",Ricardo Neri Imóveis, 43m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 64m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 370.256,00 ",Urbs Private 1, 64m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 116m² "," Rua Amélia Artiaga Jardim, 0, Setor Marista, Goiânia - GO "," R$ 914.000,00 ",Urbs Private M, 116m² 
" Lote em Condomínio à venda no bairro Zona Rural, 1000m² "," Alexânia, Zona Rural, Alexânia - GO "," R$ 299.000,00 ",Ricardo Neri Imóveis, 1000m² 
" Apartamento com 3 quartos à venda no bairro Bela Vista, 85m² "," Rua S 4, 0, Bela Vista, Goiânia - GO "," R$ 330.000,00 ",André Lima, 85m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 345m² "," Viela 1141, 7, Setor Marista, Goiânia - GO "," R$ 3.549.000,00 ",Pinamar, 345m² 
" Casa em Condomínio com 4 quartos à venda no Condomínio do Lago, 333m² "," Rua Lago 20, 55555, Condomínio do Lago, Goiânia - GO "," R$ 2.900.000,00 ",Amj Gestão Imobiliária, 333m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 150m² "," Rua T 29, 58, Setor Bueno, Goiânia - GO "," R$ 1.250.000,00 ",Vm Imóveis, 150m² 
" Casa em Condomínio com 4 quartos à venda no bairro Portal do Sol I, 269m² "," Avenida Ayrton Senna, 1, Portal do Sol I, Goiânia - GO "," R$ 1.850.000,00 ",Pinamar, 269m² 
" Casa com 4 quartos à venda no bairro Setor Sul, 560m² "," Rua 116, 0, Setor Sul, Goiânia - GO "," R$ 1.580.000,00 ",Urbs Private M, 560m² 
" Casa com 3 quartos à venda no bairro Jardim Mirabel, 229m² "," Avenida Nizia Floresta, Quadra 41, Lote 05, Jardim Mirabel, Goiânia - GO "," R$ 484.000,00 ",Lourenco Construtora e Incorporadora, 229m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 96m² "," Cananéia, 82, Parque Amazônia, Goiânia - GO "," R$ 270.000,00 ",Nova Mercado Imobiliário, 96m² 
" Casa em Condomínio com 3 quartos à venda no bairro Vila Jardim Vitória, 160m² "," Rua da Glória, 211, Vila Jardim Vitória, Goiânia - GO "," R$ 950.000,00 ",Pinamar, 160m² 
" Casa com 4 quartos à venda no bairro Setor Marista, 506m² "," Rua 1144, 0, Setor Marista, Goiânia - GO "," R$ 2.000.000,00 ",Urbs Private 3, 506m² 
" Apartamento com 2 quartos à venda no bairro Aeroviários, 65m² "," Avenida Industrial, 355, Aeroviários, Goiânia - GO "," R$ 280.000,00 ",Pinamar, 65m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 242m² "," Avenida H, 2425, Jardim Goiás, Goiânia - GO "," R$ 2.400.000,00 ",Am&p Brasil Imobiliária Ltda, 242m² 
" Casa com 3 quartos à venda no bairro Parque das Flores, 100m² "," Rua Fl44, 211, Parque das Flores, Goiânia - GO "," R$ 350.000,00 ",Machado Imóveis, 100m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 221m² "," Rua 1141, 60, Setor Marista, Goiânia - GO "," R$ 1.875.000,00 ",R8 Imóveis, 221m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 92m² "," Rua Cuiabá, 0, Parque Amazônia, Goiânia - GO "," R$ 620.000,00 ",Urbs One, 92m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 146m² "," Rua Castorina Bittencourt Alves, 0, Jardim Goiás, Goiânia - GO "," R$ 999.000,00 ",Urbs One, 146m² 
" Fazenda à venda no bairro Zona Rural, 576000m² "," Lago Corumbá, 0, Zona Rural, Caldas Novas - GO "," R$ 4.500.000,00 ",Jones Imóveis, 576000m² 
" Casa com 3 quartos à venda no bairro Residencial Porto Seguro, 300m² "," Rps 9, 1, Residencial Porto Seguro, Goiânia - GO "," R$ 850.000,00 ",M2 Investimentos Imobiliários, 300m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 69m² "," T 30, 57, Setor Bueno, Goiânia - GO "," R$ 490.000,00 ",Nova Mercado Imobiliário, 69m² 
" Apartamento com 2 quartos à venda no bairro Vila Brasília, 66m² "," Rua 13, 0, Vila Brasília, Aparecida de Goiânia - GO "," R$ 280.000,00 ",Urbs Private 3, 66m² 
" Casa com 5 quartos à venda no bairro Jardins Madri, 555m² "," Rua Madri 35, 0, Jardins Madri, Goiânia - GO "," R$ 3.000.000,00 ",Urbs Private 1, 555m² 
" Apartamento com 5 quartos à venda no bairro Setor Marista, 561m² "," Rua 28, 0, Setor Marista, Goiânia - GO "," R$ 2.706.484,00 ",Urbs Private M, 561m² 
 Lote à venda no bairro Coimbra ," 208, 655, Coimbra, Goiânia - GO "," R$ 570.000,00 ",Nova Mercado Imobiliário,
" Apartamento com 3 quartos à venda no bairro Bela Vista, 95m² "," Rua S 4, 0, Bela Vista, Goiânia - GO "," R$ 390.000,00 ",Urbs Private 2, 95m² 
" Casa em Condomínio com 3 quartos à venda no bairro Jardim Imperial, 160m² "," Rua da Imperatriz, 12, Jardim Imperial, Aparecida de Goiânia - GO "," R$ 720.000,00 ",Rvs Imóveis, 160m² 
" Lote em Condomínio à venda no bairro Zona Rural, 700m² "," Estrada Sem Nome, 111, Zona Rural, Alexânia - GO "," R$ 300.000,00 ",Alessandro Jardim, 700m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 157m² "," T 30, 19, Setor Bueno, Goiânia - GO "," R$ 1.189.000,00 ",R8 Imóveis, 157m² 
" Casa com 3 quartos à venda no bairro Setor Sul, 568m² "," Rua 119b, 0, Setor Sul, Goiânia - GO "," R$ 1.225.000,00 ",Bfm Imóveis, 568m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 198m² "," Rua 1141 Nº 536, 0, Setor Marista, Goiânia - GO "," R$ 1.780.000,00 ",Urbs One, 198m² 
" Casa com 7 quartos à venda no bairro Jardim América, 481m² "," Rua C 158, 0, Jardim América, Goiânia - GO "," R$ 790.000,00 ",Urbs Private 2, 481m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 98m² "," T 55, 476, Setor Bueno, Goiânia - GO "," R$ 773.547,00 ",R8 Imóveis, 98m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 62m² "," Rua Igapo, 0, Parque Amazônia, Goiânia - GO "," R$ 380.000,00 ",Urbs Private 1, 62m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 180m² "," Rua 70, 15, Jardim Goiás, Goiânia - GO "," R$ 1.480.000,00 ",Amj Gestão Imobiliária, 180m² 
" Casa em Condomínio com 4 quartos à venda no bairro Parque Amazônia, 250m² "," Avenida Dona Terezinha de Morais, 3, Parque Amazônia, Goiânia - GO "," R$ 1.650.000,00 ",Pointer Imoveis, 250m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 133m² "," T51, 859, Setor Bueno, Goiânia - GO "," R$ 1.089.000,00 ",R8 Imóveis, 133m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 64m² "," Caapi, 100, Parque Amazônia, Goiânia - GO "," R$ 360.000,00 ",R8 Imóveis, 64m² 
" Apartamento com 1 quarto à venda no bairro Setor Bueno, 49m² "," Rua T-38, 430, Setor Bueno, Goiânia - GO "," R$ 509.000,00 ",Am&p Brasil Imobiliária Ltda, 49m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 330m² "," Alameda das Rosas, 0, Setor Oeste, Goiânia - GO "," R$ 2.400.000,00 ",André Lima, 330m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 116m² "," 1128, 100, Setor Marista, Goiânia - GO "," R$ 960.000,00 ",R8 Imóveis, 116m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 125m² "," 7, 1099, Setor Oeste, Goiânia - GO "," R$ 820.000,00 ",Nova Mercado Imobiliário, 125m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 287m² "," Rua 1138, 201, Setor Marista, Goiânia - GO "," R$ 2.290.000,00 ",R8 Imóveis, 287m² 
" Casa em Condomínio com 3 quartos à venda no bairro Sítios Santa Luzia, 161m² "," X 28, 1, Sítios Santa Luzia, Aparecida de Goiânia - GO "," R$ 656.000,00 ",R8 Imóveis, 161m² 
" Casa com 3 quartos à venda no Condomínio Rio Branco, 162m² "," São João da Escócia, 2, Condomínio Rio Branco, Goiânia - GO "," R$ 268.000,00 ",M2 Investimentos Imobiliários, 162m² 
" Apartamento com 1 quarto à venda no bairro Setor Bueno, 43m² "," Avenida T 4, 0, Setor Bueno, Goiânia - GO "," R$ 200.000,00 ",Urbs Private 2, 43m² 
" Apartamento com 2 quartos à venda no bairro Jardim Imperial, 58m² "," Rua Padre Feijó, 12, Jardim Imperial, Aparecida de Goiânia - GO "," R$ 180.000,00 ",Rvs Imóveis, 58m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 452m² "," Rua Ggc30, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.100.000,00 ",Urbs Private 1, 452m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 155m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 1.199.275,00 ",Urbs Private M, 155m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 424m² "," Rua Ggc26, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.400.000,00 ",Urbs Private 3, 424m² 
" Apartamento com 1 quarto à venda no bairro Central, 35m² "," Rua 20, 0, Central, Goiânia - GO "," R$ 122.000,00 ",Urbs Private 2, 35m² 
" Apartamento com 2 quartos à venda no bairro Vila Rosa, 51m² "," Francisco de Melo, 33, Vila Rosa, Goiânia - GO "," R$ 230.000,00 ",Nova Mercado Imobiliário, 51m² 
" Casa com 3 quartos à venda no bairro Portal do Sol I, 360m² "," Rua Sb 1, 0, Portal do Sol I, Goiânia - GO "," R$ 1.900.000,00 ",Urbs Private 2, 360m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 156m² "," Rua 3, 565, Setor Oeste, Goiânia - GO "," R$ 549.000,00 ",Am&p Brasil Imobiliária Ltda, 156m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 152m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 1.210.000,00 ",Urbs Private M, 152m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 70m² "," Rua T 64, 0, Setor Bueno, Goiânia - GO "," R$ 330.000,00 ",André Lima, 70m² 
" Casa com 3 quartos à venda no bairro Conjunto Fabiana, 231m² "," Rua 2-c, 0, Conjunto Fabiana, Goiânia - GO "," R$ 565.000,00 ",André Lima, 231m² 
" Lote em Condomínio à venda no bairro Zona Rural, 700m² "," Rodovia Go-330, 1, Zona Rural, Silvânia - GO "," R$ 300.000,00 ",Alessandro Jardim, 700m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 116m² "," 1121, 1, Setor Marista, Goiânia - GO "," R$ 900.000,00 ",M2 Investimentos Imobiliários, 116m² 
" Apartamento com 2 quartos à venda no bairro Alto da Glória, 60m² "," Avenida São João, 145, Alto da Glória, Goiânia - GO "," R$ 400.000,00 ",Am&p Brasil Imobiliária Ltda, 60m² 
" Lote à venda no bairro Terras Alpha Residencial 2, 300m² "," Alameda Turquia, 0, Terras Alpha Residencial 2, Senador Canedo - GO "," R$ 160.000,00 ",Urbs Private 3, 300m² 
" Lote em Condomínio à venda no bairro Jardins Barcelona, 509m² "," Go-403, 3000, Jardins Barcelona, Senador Canedo - GO "," R$ 400.000,00 ",Amj Gestão Imobiliária, 509m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 406m² "," Rua Ggc26, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.590.000,00 ",Urbs Private 3, 406m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 86m² "," T 4, 1017, Setor Bueno, Goiânia - GO "," R$ 379.000,00 ",M2 Investimentos Imobiliários, 86m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 162m² "," Pl 2, 1, Jardim Goiás, Goiânia - GO "," R$ 921.300,00 ",Nova Mercado Imobiliário, 162m² 
" Casa com 3 quartos à venda no bairro Urias Magalhães, 275m² "," Rua Aimorés Casa 2, 0, Urias Magalhães, Goiânia - GO "," R$ 350.000,00 ",Urbs Private 1, 275m² 
" Casa com 3 quartos à venda no bairro Jardim Mariliza, 170m² "," Rua Salgueiro, 2, Jardim Mariliza, Goiânia - GO "," R$ 550.000,00 ",Pointer Imoveis, 170m² 
" Lote em Condomínio à venda no bairro Centro, 1900m² "," Abadiânia, Centro, Abadiânia - GO "," R$ 585.000,00 ",Ricardo Neri Imóveis, 1900m² 
" Lote à venda no bairro Alphaville Flamboyant, 862m² "," Avenida Mambaí, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 2.300.000,00 ",Urbs Private M, 862m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 130m² "," Avenida São João, 0, Alto da Glória, Goiânia - GO "," R$ 410.000,00 ",André Lima, 130m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 590m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 6.980.000,00 ",Urbs Private M, 590m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 122m² "," 135, 135, Setor Marista, Goiânia - GO "," R$ 1.260.000,00 ",M2 Investimentos Imobiliários, 122m² 
" Apartamento com 2 quartos à venda no bairro Jardim Goiás, 56m² "," E, 961, Jardim Goiás, Goiânia - GO "," R$ 498.000,00 ",M2 Investimentos Imobiliários, 56m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 182m² "," Rua 1124, 0, Setor Marista, Goiânia - GO "," R$ 1.650.000,00 ",Urbs Private 2, 182m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 180m² "," Rua 13, 145, Jardim Goiás, Goiânia - GO "," R$ 1.800.000,00 ",Amj Gestão Imobiliária, 180m² 
" Apartamento com 3 quartos à venda no bairro Parque Lozandes, 121m² "," Avenida Pl 3, 111, Parque Lozandes, Goiânia - GO "," R$ 347.240,00 ",Pointer Imoveis, 121m² 
